0,33,12,99999999999999
0,4,14,99999999999999
1,43,14,99999999999999
1,45,5,99999999999999
2,49,1,99999999999999
2,50,2,99999999999999
3,10,11,99999999999999
3,45,5,99999999999999
4,9,6,99999999999999
4,32,4,99999999999999
5,36,3,99999999999999
5,11,14,99999999999999
6,6,1,99999999999999
6,17,12,99999999999999
7,8,13,99999999999999
7,39,1,99999999999999
8,15,13,99999999999999
8,32,6,99999999999999
9,18,8,99999999999999
9,36,4,99999999999999
10,6,13,99999999999999
10,17,11,99999999999999
11,35,9,99999999999999
11,27,12,99999999999999
12,3,9,99999999999999
12,31,8,99999999999999
13,49,11,99999999999999
13,1,7,99999999999999
14,9,15,99999999999999
14,39,4,99999999999999
15,32,1,99999999999999
15,26,3,99999999999999
16,16,8,99999999999999
16,40,10,99999999999999
17,18,13,99999999999999
17,36,13,99999999999999
18,23,8,99999999999999
18,20,2,99999999999999
19,44,11,99999999999999
19,23,10,99999999999999
20,14,13,99999999999999
20,30,9,99999999999999
21,12,10,99999999999999
21,28,9,99999999999999
22,26,15,99999999999999
22,7,4,99999999999999
23,49,5,99999999999999
23,46,4,99999999999999
24,10,1,99999999999999
24,14,1,99999999999999
25,35,13,99999999999999
25,36,12,99999999999999
26,15,15,99999999999999
26,15,5,99999999999999
27,5,12,99999999999999
27,50,9,99999999999999
28,4,5,99999999999999
28,49,13,99999999999999
29,30,1,99999999999999
29,9,13,99999999999999
30,49,11,99999999999999
30,47,14,99999999999999
31,15,9,99999999999999
31,44,14,99999999999999
32,20,12,99999999999999
32,48,6,99999999999999
33,19,12,99999999999999
33,3,9,99999999999999
34,5,5,99999999999999
34,7,8,99999999999999
35,38,11,99999999999999
35,42,14,99999999999999
36,9,11,99999999999999
36,39,8,99999999999999
37,11,9,99999999999999
37,27,8,99999999999999
38,49,5,99999999999999
38,31,6,99999999999999
39,37,9,99999999999999
39,39,15,99999999999999
40,4,15,99999999999999
40,30,15,99999999999999
41,31,7,99999999999999
41,35,6,99999999999999
42,19,15,99999999999999
42,19,15,99999999999999
43,33,3,99999999999999
43,20,13,99999999999999
44,48,12,99999999999999
44,13,4,99999999999999
45,49,12,99999999999999
45,3,5,99999999999999
46,36,11,99999999999999
46,23,4,99999999999999
47,30,15,99999999999999
47,31,2,99999999999999
48,13,8,99999999999999
48,8,6,99999999999999
49,5,13,99999999999999
49,27,1,99999999999999
50,45,5,99999999999999
50,5,11,99999999999999
51,5,10,99999999999999
51,24,11,99999999999999
52,37,2,99999999999999
52,2,10,99999999999999
53,2,5,99999999999999
53,36,14,99999999999999
54,9,15,99999999999999
54,31,12,99999999999999
55,43,12,99999999999999
55,17,5,99999999999999
56,49,15,99999999999999
56,10,1,99999999999999
57,22,7,99999999999999
57,5,10,99999999999999
58,15,13,99999999999999
58,41,8,99999999999999
59,22,4,99999999999999
59,1,13,99999999999999
60,32,14,99999999999999
60,49,8,99999999999999
61,35,12,99999999999999
61,21,10,99999999999999
62,7,15,99999999999999
62,12,11,99999999999999
63,31,4,99999999999999
63,6,5,99999999999999
64,25,10,99999999999999
64,10,2,99999999999999
65,1,10,99999999999999
65,9,11,99999999999999
66,48,3,99999999999999
66,47,5,99999999999999
67,21,11,99999999999999
67,8,4,99999999999999
68,19,13,99999999999999
68,32,6,99999999999999
69,27,2,99999999999999
69,22,4,99999999999999
70,20,3,99999999999999
70,35,11,99999999999999
71,32,12,99999999999999
71,32,14,99999999999999
72,10,2,99999999999999
72,18,7,99999999999999
73,12,1,99999999999999
73,28,12,99999999999999
74,30,10,99999999999999
74,10,1,99999999999999
75,10,1,99999999999999
75,16,7,99999999999999
76,28,5,99999999999999
76,16,6,99999999999999
77,39,2,99999999999999
77,1,11,99999999999999
78,13,1,99999999999999
78,42,9,99999999999999
79,27,5,99999999999999
79,21,3,99999999999999
80,45,11,99999999999999
80,41,14,99999999999999
81,27,7,99999999999999
81,27,7,99999999999999
82,10,8,99999999999999
82,25,1,99999999999999
83,15,10,99999999999999
83,38,14,99999999999999
84,25,7,99999999999999
84,47,7,99999999999999
85,3,2,99999999999999
85,8,6,99999999999999
86,44,9,99999999999999
86,4,6,99999999999999
87,38,1,99999999999999
87,36,2,99999999999999
88,44,6,99999999999999
88,5,10,99999999999999
89,8,12,99999999999999
89,29,12,99999999999999
90,20,8,99999999999999
90,17,5,99999999999999
91,49,6,99999999999999
91,36,10,99999999999999
92,15,11,99999999999999
92,45,10,99999999999999
93,36,13,99999999999999
93,37,2,99999999999999
94,16,8,99999999999999
94,10,2,99999999999999
95,9,14,99999999999999
95,36,14,99999999999999
96,1,1,99999999999999
96,48,11,99999999999999
97,37,7,99999999999999
97,48,10,99999999999999
98,36,1,99999999999999
98,1,3,99999999999999
99,49,10,99999999999999
99,30,11,99999999999999
100,37,15,99999999999999
100,49,8,99999999999999
101,26,4,99999999999999
101,34,1,99999999999999
102,43,11,99999999999999
102,24,7,99999999999999
103,44,8,99999999999999
103,39,14,99999999999999
104,14,14,99999999999999
104,10,8,99999999999999
105,29,11,99999999999999
105,43,1,99999999999999
106,2,2,99999999999999
106,12,6,99999999999999
107,21,12,99999999999999
107,22,14,99999999999999
108,19,14,99999999999999
108,6,14,99999999999999
109,12,6,99999999999999
109,25,13,99999999999999
110,21,14,99999999999999
110,22,1,99999999999999
111,34,13,99999999999999
111,12,10,99999999999999
112,22,13,99999999999999
112,26,12,99999999999999
113,42,15,99999999999999
113,5,14,99999999999999
114,16,3,99999999999999
114,37,5,99999999999999
115,12,9,99999999999999
115,44,10,99999999999999
116,10,2,99999999999999
116,15,10,99999999999999
117,33,6,99999999999999
117,25,1,99999999999999
118,41,3,99999999999999
118,19,5,99999999999999
119,23,3,99999999999999
119,46,6,99999999999999
120,30,2,99999999999999
120,2,5,99999999999999
121,14,3,99999999999999
121,33,13,99999999999999
122,48,1,99999999999999
122,48,6,99999999999999
123,37,12,99999999999999
123,20,10,99999999999999
124,32,2,99999999999999
124,4,10,99999999999999
125,25,6,99999999999999
125,29,9,99999999999999
126,22,13,99999999999999
126,49,2,99999999999999
127,26,6,99999999999999
127,12,12,99999999999999
128,23,6,99999999999999
128,26,11,99999999999999
129,47,14,99999999999999
129,6,9,99999999999999
130,40,15,99999999999999
130,33,14,99999999999999
131,3,15,99999999999999
131,22,6,99999999999999
132,18,1,99999999999999
132,8,13,99999999999999
133,38,15,99999999999999
133,21,3,99999999999999
134,19,1,99999999999999
134,44,14,99999999999999
135,14,14,99999999999999
135,37,12,99999999999999
136,48,11,99999999999999
136,26,5,99999999999999
137,5,5,99999999999999
137,3,15,99999999999999
138,2,1,99999999999999
138,27,6,99999999999999
139,34,6,99999999999999
139,5,14,99999999999999
140,27,2,99999999999999
140,44,1,99999999999999
141,42,8,99999999999999
141,43,9,99999999999999
142,38,15,99999999999999
142,36,4,99999999999999
143,23,4,99999999999999
143,46,9,99999999999999
144,37,2,99999999999999
144,4,8,99999999999999
145,27,6,99999999999999
145,15,5,99999999999999
146,48,14,99999999999999
146,40,6,99999999999999
147,48,9,99999999999999
147,28,14,99999999999999
148,45,4,99999999999999
148,16,13,99999999999999
149,14,8,99999999999999
149,23,4,99999999999999
150,44,3,99999999999999
150,16,5,99999999999999
151,36,9,99999999999999
151,7,5,99999999999999
152,36,4,99999999999999
152,5,1,99999999999999
153,41,3,99999999999999
153,3,4,99999999999999
154,39,3,99999999999999
154,8,12,99999999999999
155,42,12,99999999999999
155,26,5,99999999999999
156,44,8,99999999999999
156,10,9,99999999999999
157,31,2,99999999999999
157,7,3,99999999999999
158,30,11,99999999999999
158,4,5,99999999999999
159,7,6,99999999999999
159,18,15,99999999999999
160,8,3,99999999999999
160,38,9,99999999999999
161,39,14,99999999999999
161,46,14,99999999999999
162,26,7,99999999999999
162,36,2,99999999999999
163,18,12,99999999999999
163,24,8,99999999999999
164,21,12,99999999999999
164,28,10,99999999999999
165,5,2,99999999999999
165,45,4,99999999999999
166,1,11,99999999999999
166,34,3,99999999999999
167,34,6,99999999999999
167,28,8,99999999999999
168,4,13,99999999999999
168,13,15,99999999999999
169,18,14,99999999999999
169,15,13,99999999999999
170,12,5,99999999999999
170,37,10,99999999999999
171,48,7,99999999999999
171,38,9,99999999999999
172,31,11,99999999999999
172,33,15,99999999999999
173,11,10,99999999999999
173,6,4,99999999999999
174,3,15,99999999999999
174,12,6,99999999999999
175,47,3,99999999999999
175,22,11,99999999999999
176,12,13,99999999999999
176,9,7,99999999999999
177,16,5,99999999999999
177,26,7,99999999999999
178,7,6,99999999999999
178,1,12,99999999999999
179,28,4,99999999999999
179,44,4,99999999999999
180,48,13,99999999999999
180,48,13,99999999999999
181,9,2,99999999999999
181,36,3,99999999999999
182,46,15,99999999999999
182,11,6,99999999999999
183,7,4,99999999999999
183,45,13,99999999999999
184,18,1,99999999999999
184,45,11,99999999999999
185,17,11,99999999999999
185,50,15,99999999999999
186,15,12,99999999999999
186,30,1,99999999999999
187,4,2,99999999999999
187,10,4,99999999999999
188,14,4,99999999999999
188,2,13,99999999999999
189,33,11,99999999999999
189,1,12,99999999999999
190,18,10,99999999999999
190,13,1,99999999999999
191,44,11,99999999999999
191,2,8,99999999999999
192,29,1,99999999999999
192,50,13,99999999999999
193,25,11,99999999999999
193,28,2,99999999999999
194,34,5,99999999999999
194,8,4,99999999999999
195,49,9,99999999999999
195,36,2,99999999999999
196,9,8,99999999999999
196,28,15,99999999999999
197,48,12,99999999999999
197,34,10,99999999999999
198,32,6,99999999999999
198,18,11,99999999999999
199,25,12,99999999999999
199,16,14,99999999999999
200,13,6,99999999999999
200,17,8,99999999999999
201,48,3,99999999999999
201,18,5,99999999999999
202,46,2,99999999999999
202,11,5,99999999999999
203,48,2,99999999999999
203,16,1,99999999999999
204,50,10,99999999999999
204,49,1,99999999999999
205,32,3,99999999999999
205,15,10,99999999999999
206,10,15,99999999999999
206,20,13,99999999999999
207,25,14,99999999999999
207,46,9,99999999999999
208,43,15,99999999999999
208,6,7,99999999999999
209,9,15,99999999999999
209,30,4,99999999999999
210,48,11,99999999999999
210,30,7,99999999999999
211,37,5,99999999999999
211,9,3,99999999999999
212,2,4,99999999999999
212,8,13,99999999999999
213,1,13,99999999999999
213,3,2,99999999999999
214,8,6,99999999999999
214,40,1,99999999999999
215,33,7,99999999999999
215,2,5,99999999999999
216,31,11,99999999999999
216,43,5,99999999999999
217,15,8,99999999999999
217,29,13,99999999999999
218,7,6,99999999999999
218,23,11,99999999999999
219,37,4,99999999999999
219,21,10,99999999999999
220,23,10,99999999999999
220,25,4,99999999999999
221,5,3,99999999999999
221,11,4,99999999999999
222,1,4,99999999999999
222,11,14,99999999999999
223,33,5,99999999999999
223,9,5,99999999999999
224,25,6,99999999999999
224,18,2,99999999999999
225,18,11,99999999999999
225,2,1,99999999999999
226,27,11,99999999999999
226,41,15,99999999999999
227,29,2,99999999999999
227,9,13,99999999999999
228,33,5,99999999999999
228,32,3,99999999999999
229,13,13,99999999999999
229,35,6,99999999999999
230,11,6,99999999999999
230,6,7,99999999999999
231,26,8,99999999999999
231,38,10,99999999999999
232,16,5,99999999999999
232,49,14,99999999999999
233,36,6,99999999999999
233,6,8,99999999999999
234,36,1,99999999999999
234,15,11,99999999999999
235,16,8,99999999999999
235,36,4,99999999999999
236,34,4,99999999999999
236,9,6,99999999999999
237,15,9,99999999999999
237,17,1,99999999999999
238,44,11,99999999999999
238,13,13,99999999999999
239,9,14,99999999999999
239,18,13,99999999999999
240,49,5,99999999999999
240,12,6,99999999999999
241,20,5,99999999999999
241,48,9,99999999999999
242,46,10,99999999999999
242,30,12,99999999999999
243,19,9,99999999999999
243,12,10,99999999999999
244,48,11,99999999999999
244,47,1,99999999999999
245,28,1,99999999999999
245,45,11,99999999999999
246,49,12,99999999999999
246,5,15,99999999999999
247,36,11,99999999999999
247,47,1,99999999999999
248,15,8,99999999999999
248,45,5,99999999999999
249,29,8,99999999999999
249,18,12,99999999999999
250,39,15,99999999999999
250,30,6,99999999999999
251,5,1,99999999999999
251,23,11,99999999999999
252,31,4,99999999999999
252,12,2,99999999999999
253,45,4,99999999999999
253,15,10,99999999999999
254,14,1,99999999999999
254,35,3,99999999999999
255,5,11,99999999999999
255,10,14,99999999999999
256,25,12,99999999999999
256,37,7,99999999999999
257,10,6,99999999999999
257,33,9,99999999999999
258,47,3,99999999999999
258,38,4,99999999999999
259,3,7,99999999999999
259,22,9,99999999999999
260,9,14,99999999999999
260,26,5,99999999999999
261,49,12,99999999999999
261,45,10,99999999999999
262,30,2,99999999999999
262,46,2,99999999999999
263,4,12,99999999999999
263,25,7,99999999999999
264,33,6,99999999999999
264,7,11,99999999999999
265,16,5,99999999999999
265,12,6,99999999999999
