5494,1,1
546,1,1
5260,1,1
7597,1,1
7101,1,2
1350,1,2
1176,1,2
681,1,2
1584,1,2
7027,1,1
3919,1,2
2608,1,2
3718,1,1
1922,1,1
5398,1,2
1589,1,1
3909,1,2
2517,1,2
660,1,2
366,1,1
7506,1,1
5386,1,1
3936,1,1
133,1,2
7429,1,2
5327,1,1
5877,1,2
6372,1,2
6164,1,2
1016,1,2
7651,1,2
7372,1,2
5689,1,1
1291,1,1
7834,1,2
460,1,2
3916,1,2
3781,1,1
2560,1,1
2373,1,2
3151,1,2
4917,1,1
5558,1,1
3450,1,1
5757,1,2
222,1,1
5265,1,2
6867,1,1
2874,1,2
2629,1,1
6221,1,2
3608,1,1
1880,1,2
349,1,1
1090,1,1
7086,1,2
7156,1,2
4576,1,1
2069,1,1
6893,1,2
648,1,2
3886,1,1
5620,1,2
6858,1,1
99,1,2
5855,1,2
4657,1,1
1908,1,2
1910,1,2
4101,1,2
6655,1,1
2931,1,1
4167,1,1
5396,1,1
6420,1,1
4560,1,1
4445,1,1
7117,1,1
4739,1,1
5214,1,1
3900,1,2
3703,1,1
4061,1,2
978,1,2
6229,1,1
4288,1,2
1446,1,1
7732,1,1
5695,1,1
5148,1,2
3345,1,2
6633,1,2
915,1,2
4212,1,1
1415,1,2
3052,1,2
5938,1,1
4913,1,1
6878,1,1
6892,1,1
2344,1,2
6772,1,1
514,1,2
4063,1,1
7075,1,2
234,1,1
5333,1,2
6014,1,1
2956,1,1
1997,1,2
3609,1,2
4391,1,2
6974,1,1
6627,1,1
3761,1,1
6069,1,2
929,1,1
6917,1,2
7092,1,1
5897,1,2
1532,1,2
7978,1,2
6794,1,1
2985,1,2
735,1,1
2216,1,2
5573,1,1
1129,1,2
5147,1,1
7080,1,1
2668,1,2
4913,1,1
2326,1,1
6057,1,2
447,1,1
6784,1,1
258,1,1
6727,1,1
3657,1,2
655,1,1
3753,1,2
7173,1,1
4938,1,2
3703,1,2
3562,1,1
2870,1,1
5040,1,2
2890,1,1
7129,1,2
6522,1,1
3834,1,1
3564,1,1
808,1,2
2303,1,2
2165,1,1
3933,1,2
5186,1,2
2321,1,2
145,1,1
7948,1,1
4954,1,1
6528,1,1
201,1,1
1520,1,1
3606,1,2
994,1,1
3409,1,2
3141,1,1
7489,1,1
7983,1,2
3418,1,2
6963,1,2
7427,1,1
7031,1,1
3003,1,1
628,1,1
1337,1,1
3493,1,2
6916,1,2
1600,1,1
1592,1,2
4989,1,1
5210,1,1
3782,1,1
7726,1,1
1300,1,2
1053,1,1
2224,1,2
2209,1,2
1883,1,2
33,1,1
949,1,2
1525,1,2
6704,1,2
4846,1,2
7732,1,1
3660,1,1
3660,1,1
7043,1,2
7389,1,2
6911,1,2
3070,1,1
4402,1,1
1867,1,1
1400,1,1
3247,1,1
2410,1,1
2879,1,1
3173,1,2
3583,1,2
2622,1,1
612,1,2
3720,1,1
4642,1,1
7171,1,2
5134,1,1
3002,1,2
5395,1,2
3348,1,2
4745,1,2
7758,1,2
7651,1,1
84,1,1
7594,1,2
1256,1,1
1138,1,2
2874,1,1
2101,1,1
7588,1,2
6378,1,1
3603,1,2
6223,1,2
4846,1,2
4037,1,1
955,1,2
2816,1,1
7282,1,1
1112,1,1
4043,1,1
1480,1,2
7745,1,1
4267,1,1
1322,1,1
